id,name,artist,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3puZA3ZbAgQVNT4YhguMLm,"Cantata, BWV 75 ""Die Elenden sollen essen"", Prima parte: VII. Chorale. Was Gott tut, das ist wohlgetan","Johann Sebastian Bach",46,classical,0.379000,0.330000,6,-13.661000,1,0.030200,0.952000,0.007330,0.136000,0.586000,81.531000,103000,4
0SRKWRFVLKtmZFleq1mkvv,"St. John Passion, BWV 245, Pt. 2 (1725 Version): Christe, du Lamm Gottes","Johann Sebastian Bach",41,classical,0.077100,0.175000,6,-19.571000,0,0.039600,0.979000,0.779000,0.111000,0.109000,76.388000,258253,4
3Bj0BvoWdiZdYq2t0r2Kpd,"Pièce d'orgue in G Major, BWV 572 ""Fantasia in G Major""","Johann Sebastian Bach",35,classical,0.064300,0.222000,7,-16.812000,1,0.034600,0.805000,0.833000,0.205000,0.100000,62.456000,514547,4
5dkrkgvvnNqMcunVXac337,"Goldberg Variations, BWV 988: Aria","Johann Sebastian Bach",33,classical,0.089000,0.003420,7,-36.050000,1,0.049100,0.956000,0.992000,0.102000,0.039300,166.141000,254067,3
6lLrmBTVRPrYmIsgvVdPuv,"Prelude & Fugue in D Minor, BWV 539: Prelude","Johann Sebastian Bach",33,classical,0.198000,0.001840,9,-41.038000,0,0.041100,0.979000,0.939000,0.079600,0.133000,61.274000,106080,4
6QHinbRAHyREUOg8B4yzI9,"Magnificat in D Major, BWV 243: I. Magnificat","Johann Sebastian Bach",31,classical,0.504000,0.296000,1,-18.328000,1,0.039200,0.962000,0.518000,0.305000,0.679000,100.132000,171000,3
446oJSPuUSbMhk4pcWJPim,"St. John Passion, BWV 245, Pt. 1: No. 1, Herr, unser Herrscher","Johann Sebastian Bach",31,classical,0.276000,0.223000,6,-20.060000,0,0.031400,0.980000,0.891000,0.117000,0.236000,69.975000,533720,4
6e8Je0Peec8XXMUYoHXHk7,"Prelude & Fugue in A Minor, BWV 895: II. Fugue","Johann Sebastian Bach",28,classical,0.381000,0.333000,8,-18.604000,0,0.036800,0.754000,0.010900,0.082300,0.731000,131.924000,134411,4
0mOOLSEusqrOUZqDPcjydv,"The Art of Fugue, BWV 1080: Contrapunctus I","Johann Sebastian Bach",27,classical,0.410000,0.352000,1,-20.366000,0,0.044200,0.940000,0.010700,0.058700,0.473000,107.425000,184757,4
6m2vIlOrmgexJxRvuWms7E,"Prelude & Fugue in D Minor, BWV 539: Fugue","Johann Sebastian Bach",32,classical,0.141000,0.031100,2,-29.353000,0,0.039400,0.923000,0.827000,0.085400,0.098900,167.786000,308840,4
4EZVLuNWffwLDS0UNzhiO7,"Suite ""Aufs Lautenwerk"" in E Minor, BWV 996: II. Allemande","Johann Sebastian Bach",27,classical,0.262000,0.281000,3,-23.203000,0,0.040400,0.532000,0.003590,0.057600,0.684000,115.053000,162104,4
5bs1FTghYCQCOZRXy0wgGt,"Choral ""Aus der Tiefe rufe ich"", BWV 745","Johann Sebastian Bach",27,classical,0.379000,0.258000,3,-20.227000,0,0.033300,0.783000,0.001380,0.068200,0.360000,100.247000,172825,4
1doGeZOqIYolrxt31ATByT,"Magnificat in D Major, BWV 243: II. Et exultavit spiritus meus","Johann Sebastian Bach",29,classical,0.389000,0.045300,1,-22.813000,1,0.046100,0.986000,0.000317,0.114000,0.507000,129.963000,125840,3
4lvj7I4GFRd42XmEUUTMdq,"Goldberg Variations, BWV 988: Var. 1","Johann Sebastian Bach",32,classical,0.154000,0.027600,7,-29.869000,1,0.048000,0.973000,0.878000,0.174000,0.436000,173.615000,135467,3
00lAp9YKxvhK5EznpsFIs5,"Magnificat in D Major, BWV 243: III. Quia respexit humilitatem","Johann Sebastian Bach",29,classical,0.196000,0.017500,10,-27.057000,0,0.042300,0.973000,0.138000,0.660000,0.258000,87.119000,129427,4
6DwKQ9oGkhXXL4E1rkjO5A,"Suite ""Aufs Lautenwerk"" in E Minor, BWV 996: III. Courante","Johann Sebastian Bach",26,classical,0.308000,0.319000,3,-16.669000,0,0.031700,0.711000,0.122000,0.103000,0.705000,143.266000,119292,4
4DBSGVc3kM6KqNmudizsss,"Magnificat in D Major, BWV 243: V. Quia fecit mihi magna","Johann Sebastian Bach",28,classical,0.328000,0.093500,8,-21.466000,1,0.039700,0.993000,0.006050,0.124000,0.261000,70.580000,119880,4
1bUeZq9tRbXr6fnqD8xFOk,"Goldberg Variations, BWV 988: Var. 4","Johann Sebastian Bach",31,classical,0.282000,0.087500,7,-21.816000,1,0.031600,0.962000,0.891000,0.130000,0.341000,75.585000,81933,4
7wXz4A4YiJYKZMEHkqVVD9,"Magnificat in D Major, BWV 243: VI. Et misericordia","Johann Sebastian Bach",28,classical,0.119000,0.042100,3,-24.754000,0,0.054500,0.987000,0.000375,0.112000,0.088700,79.994000,170053,3
2a2chl0rAjiQFSTDbXdpKl,"Goldberg Variations, BWV 988: Var. 2","Johann Sebastian Bach",31,classical,0.175000,0.008490,7,-32.907000,1,0.036800,0.967000,0.987000,0.209000,0.209000,89.277000,103880,4
3pu9vMzjXb4eKo94q26j2k,"Goldberg Variations, BWV 988: Var. 3, Canone all'unisono","Johann Sebastian Bach",31,classical,0.200000,0.019800,7,-30.108000,1,0.035000,0.991000,0.941000,0.114000,0.377000,67.370000,143813,5
6h1YOuiiafPJKzHAc0ATKj,"Goldberg Variations, BWV 988: Var. 5","Johann Sebastian Bach",31,classical,0.223000,0.024600,7,-32.036000,1,0.041000,0.991000,0.923000,0.152000,0.322000,110.495000,112320,4
1E6849RfCNjHtAncAPCwod,"Goldberg Variations, BWV 988: Var. 6, Canone alla seconda","Johann Sebastian Bach",30,classical,0.171000,0.005580,7,-32.113000,1,0.042300,0.981000,0.933000,0.202000,0.217000,123.559000,87400,5
2pX0jfEmGNingyKq5uNCr1,"Goldberg Variations, BWV 988: Var. 7","Johann Sebastian Bach",30,classical,0.107000,0.059200,7,-26.768000,1,0.042500,0.972000,0.887000,0.098600,0.555000,65.041000,127107,4
5sNAa7UFdPVWe9i3HysiKc,"Goldberg Variations, BWV 988: Var. 8","Johann Sebastian Bach",30,classical,0.104000,0.059800,7,-27.910000,1,0.047000,0.963000,0.895000,0.194000,0.626000,62.689000,127013,4
7ncOwFWOKY94XLrTHAKRch,"Suite ""Aufs Lautenwerk"" in E Minor, BWV 996: IV. Sarabande","Johann Sebastian Bach",25,classical,0.342000,0.141000,3,-20.636000,0,0.042800,0.715000,0.020000,0.117000,0.404000,84.407000,247801,3
5pDceO6kx4V0RPCLewRxQb,"Suite ""Aufs Lautenwerk"" in E Minor, BWV 996: V. Bourrée","Johann Sebastian Bach",27,classical,0.338000,0.312000,3,-20.097000,0,0.035000,0.648000,0.001700,0.347000,0.929000,122.138000,51454,4
3KdQsTRNUXPye1rrFqBJ85,"Magnificat in D Major, BWV 243: VII. Fecit potentiam","Johann Sebastian Bach",28,classical,0.520000,0.354000,1,-16.297000,1,0.041400,0.961000,0.000657,0.084100,0.506000,98.202000,100533,4
32PXt0FxlN718dzKy1fWGb,"Goldberg Variations, BWV 988: Var. 10, Fughetta","Johann Sebastian Bach",30,classical,0.180000,0.141000,7,-18.539000,1,0.035300,0.841000,0.809000,0.242000,0.566000,74.843000,107733,4
7rfJjDX1BjXplASwc5ubIU,"Magnificat in D Major, BWV 243: VIII. Deposuit potentes","Johann Sebastian Bach",28,classical,0.444000,0.157000,5,-24.912000,0,0.043200,0.978000,0.258000,0.347000,0.560000,105.085000,119693,3
1UIPQHSP1dDEYHDu6DmCJG,"St. John Passion, BWV 245, Pt. 1: No. 2, Jesus ging mit seinen Jüngern - Jesum von Nazareth - Jesus antwortete","Johann Sebastian Bach",28,classical,0.460000,0.111000,11,-22.067000,0,0.144000,0.925000,0,0.122000,0.195000,107.670000,145827,5
1thUBWRHUkibZyxrL1MaFt,"Goldberg Variations, BWV 988: Var. 9, Canone alla terza","Johann Sebastian Bach",30,classical,0.235000,0.012100,7,-32.617000,1,0.041000,0.975000,0.943000,0.174000,0.140000,63.867000,116107,4
20PqZpVgpVDVeQJBZecAza,"Magnificat in D Major, BWV 243: X. Suscepit Israel","Johann Sebastian Bach",27,classical,0.193000,0.038400,10,-25.598000,0,0.043300,0.985000,0.000113,0.080800,0.047900,126.108000,113640,4
4vwa7gE8ee04wrI3LwQSK3,"St. John Passion, BWV 245, Pt. 1: No. 3, O große Lieb, o Lieb ohn' alle Maße","Johann Sebastian Bach",28,classical,0.201000,0.068900,6,-25.220000,0,0.045400,0.994000,0.857000,0.112000,0.093000,76.433000,54533,3
3cB5hlGwwWPgl7kvSIIhDE,"St. John Passion, BWV 245, Pt. 1: No. 7, Von den Stricken meiner Sünden","Johann Sebastian Bach",27,classical,0.260000,0.113000,1,-22.057000,0,0.046700,0.987000,0.224000,0.165000,0.292000,74.154000,275387,3
0tnNp69zhwJUjImbgMFiZB,"Goldberg Variations, BWV 988: Var. 11","Johann Sebastian Bach",30,classical,0.127000,0.014800,7,-39.203000,1,0.046000,0.984000,0.881000,0.291000,0.278000,97.435000,119480,4
6L5xwvV3ahzLBnA74oPFKF,"The Well-Tempered Clavier, Book 1 - Prelude & Fugue in C-Sharp Minor, BWV 849: I. Prelude","Johann Sebastian Bach",25,classical,0.289000,0.178000,0,-25.355000,0,0.034000,0.773000,0.025600,0.085600,0.399000,95.728000,160322,3
7IzRJKQfEFk8iNN5whlPeW,"Magnificat in D Major, BWV 243: IX. Esurientes implevit bonis","Johann Sebastian Bach",27,classical,0.339000,0.022400,3,-27.607000,1,0.042100,0.983000,0.000005,0.203000,0.401000,126.975000,164000,4
41MHSpv1iTXS2rRVGd17Bj,"Magnificat in D Major, BWV 243: XI. Sicut locutus est","Johann Sebastian Bach",27,classical,0.399000,0.080100,1,-22.050000,1,0.034100,0.984000,0,0.101000,0.577000,77.730000,90387,4
4Grb8kaOTidSiHjMOZH7tu,"St. John Passion, BWV 245, Pt. 1: No. 4, Auf daß das Wort erfüllet würde","Johann Sebastian Bach",28,classical,0.415000,0.136000,6,-22.061000,0,0.133000,0.922000,0,0.316000,0.190000,138.223000,65013,5
0jopb4EatyNlD35sLQqc8m,"St. John Passion, BWV 245, Pt. 1: No. 5, Dein Will gescheh, Herr Gott, zugleich","Johann Sebastian Bach",27,classical,0.118000,0.097200,1,-21.802000,0,0.035400,0.991000,0.735000,0.140000,0.451000,174.250000,53253,4
5z0IAr7cHkf2ipVTMBkBpI,"Prelude & Fugue in C Minor, BWV 546: Prelude","Johann Sebastian Bach",29,classical,0.108000,0.204000,1,-16.055000,0,0.035200,0.707000,0.958000,0.141000,0.066200,92.617000,412827,4
6i2TBvKrmDG1B5fJMc9NzS,"Magnificat in D Major, BWV 243: XII. Gloria Patri","Johann Sebastian Bach",27,classical,0.414000,0.233000,8,-17.551000,1,0.036600,0.959000,0.018800,0.061400,0.256000,102.247000,124173,3
02JZM9DPeUluamjvbxEV6o,"St. John Passion, BWV 245, Pt. 1: No. 9, Ich folge dir gleichfalls mit freudigen Schritten","Johann Sebastian Bach",27,classical,0.451000,0.087500,9,-22.762000,1,0.070800,0.972000,0,0.126000,0.516000,74.585000,205973,4
25blO12qCQrZgy5r3kV2wy,"Goldberg Variations, BWV 988: Var. 12, Canone alla quarta","Johann Sebastian Bach",29,classical,0.173000,0.146000,7,-19.466000,1,0.039300,0.896000,0.949000,0.247000,0.305000,65.343000,152840,3
7eId3AYo85AmQDpiBEVU8V,"Choral ""Lobt Gott, ihr Christen, allzugleich"", BWV 732","Johann Sebastian Bach",24,classical,0.483000,0.182000,3,-18.764000,1,0.032600,0.860000,0.908000,0.081300,0.528000,93.402000,79275,4
376Bd6nPXXs4Thb46tDaPF,"St. John Passion, BWV 245, Pt. 1: No. 6, Die Schar aber und der Oberhauptmann","Johann Sebastian Bach",27,classical,0.498000,0.140000,6,-25.375000,0,0.094000,0.924000,0,0.268000,0.125000,126.416000,40013,5
5XSlhk0ohNb2klJskHa7yz,"Goldberg Variations, BWV 988: Var. 25","Johann Sebastian Bach",28,classical,0.166000,0.004330,0,-39.310000,0,0.049100,0.981000,0.779000,0.093500,0.036900,60.096000,486560,4
09QOqLcUD57JxzjsJToqbR,"St. John Passion, BWV 245, Pt. 1: No. 10, Derselbige Jünger war dem Hohenpriester bekannt","Johann Sebastian Bach",26,classical,0.482000,0.095700,6,-24.441000,1,0.119000,0.952000,0,0.124000,0.187000,84.717000,182427,4
6fnWLEDz6ebJ7Aq4ys6AtD,"St. John Passion, BWV 245, Pt. 1: No. 11, Wer hat dich so geschlagen","Johann Sebastian Bach",26,classical,0.150000,0.098000,8,-20.848000,1,0.041100,0.993000,0.615000,0.142000,0.174000,78.794000,91960,3
5Uz8nmzrYQ6CHACzMy7ilZ,"Goldberg Variations, BWV 988: Var. 14","Johann Sebastian Bach",28,classical,0.102000,0.012900,7,-34.121000,1,0.049100,0.990000,0.956000,0.147000,0.305000,166.672000,147973,4
5EohypzzF78xg8T6xnMfYX,"The Well-Tempered Clavier, Book 1 - Prelude & Fugue in C-Sharp Minor, BWV 849: II. Fugue","Johann Sebastian Bach",24,classical,0.397000,0.327000,0,-18.765000,0,0.040700,0.859000,0.004520,0.076700,0.488000,128.829000,223998,4
1DOVCaFctyl6cxIbtuUKV3,"The Well-Tempered Clavier, Book 2 - Prelude & Fugue in C Major, BWV 870: I. Prelude","Johann Sebastian Bach",23,classical,0.350000,0.366000,1,-18.796000,0,0.041000,0.733000,0.000020,0.074400,0.920000,123.591000,139749,4
532x5DhRSfM68zPDd9NQgq,"St. John Passion, BWV 245, Pt. 1: No. 13, Ach, mein Sinn, wo willt du endlich hin","Johann Sebastian Bach",26,classical,0.362000,0.267000,5,-16.306000,0,0.040800,0.962000,0.010300,0.245000,0.420000,111.070000,152600,3
1Tt0C9Y5tCpjVU3twveV99,"Goldberg Variations, BWV 988: Var. 13","Johann Sebastian Bach",28,classical,0.233000,0.040600,7,-29.004000,1,0.046900,0.935000,0.901000,0.109000,0.111000,69.016000,328173,3
1FaWKwx8SfKMAR3bAD3jGv,"Goldberg Variations, BWV 988: Var. 15, Canone alla quinta","Johann Sebastian Bach",27,classical,0.129000,0.002440,0,-33.898000,0,0.045600,0.974000,0.980000,0.117000,0.078300,69.150000,294720,4
5Ksr57PQPWih041eXN30vX,"St. John Passion, BWV 245, Pt. 1: No. 12, Und Hannas sandte ihn gebunden - Er leugnete aber und sprach","Johann Sebastian Bach",26,classical,0.311000,0.251000,10,-19.437000,0,0.101000,0.858000,0,0.140000,0.142000,175.066000,117760,3
63OJwycCTJEqmik6rm4L3N,"St. John Passion, BWV 245, Pt. 1: No. 14, Petrus, der nicht denkt zurück","Johann Sebastian Bach",25,classical,0.128000,0.133000,8,-21.247000,1,0.044600,0.993000,0.686000,0.108000,0.129000,173.265000,74000,5
3smBDFEHZstu5df5gz6VxB,"St. John Passion, BWV 245, Pt. 2: No. 15, Christus, der uns selig macht","Johann Sebastian Bach",25,classical,0.225000,0.100000,8,-20.954000,1,0.036900,0.991000,0.783000,0.223000,0.190000,78.367000,64907,3
1yBXPYvvgfdsLG1BR3p8VI,"St. John Passion, BWV 245, Pt. 2: No. 16, Da führeten - Da sprach Pilatus - Auf daß","Johann Sebastian Bach",25,classical,0.444000,0.192000,8,-18.973000,0,0.057600,0.976000,0.000002,0.096700,0.226000,113.482000,238267,3
7aIZVYypjWvOMJNRZdcUoa,"St. John Passion, BWV 245, Pt. 2: No. 17, Ach großer König, groß zu allen Zeiten","Johann Sebastian Bach",25,classical,0.170000,0.080700,8,-22.375000,0,0.034700,0.988000,0.625000,0.147000,0.424000,77.298000,81680,3
75GqCBllw8mhnj53LeZQvM,"St. John Passion, BWV 245, Pt. 2: No. 20, Erwäge, wie sein blutgefärbter Rücken","Johann Sebastian Bach",24,classical,0.329000,0.081800,11,-24.295000,0,0.044600,0.923000,0.209000,0.179000,0.217000,106.156000,442280,4
1eb1ZZMFe23oLD6ZjpuBev,"Goldberg Variations, BWV 988: Var. 16, Ouverture","Johann Sebastian Bach",27,classical,0.150000,0.140000,7,-19.076000,1,0.035800,0.845000,0.904000,0.665000,0.160000,64.354000,191960,4
3pw5QYPZbcctBH4BeicWAC,"St. John Passion, BWV 245, Pt. 2: No. 18, Da sprach Pilatus zu ihm - Barrabas aber war ein Mörder!","Johann Sebastian Bach",25,classical,0.476000,0.143000,1,-21.109000,1,0.092400,0.962000,0,0.240000,0.314000,69.706000,114307,3
4ZFtypB13cb44B9iVIqnTw,"St. John Passion, BWV 245, Pt. 2: No. 19, Betrachte, meine Seel","Johann Sebastian Bach",25,classical,0.226000,0.077500,9,-24.245000,1,0.044600,0.957000,0.001900,0.101000,0.067300,130.004000,134693,4
6xYXvTjn5iGuLrWJNtRQOa,"Goldberg Variations, BWV 988: Var. 17","Johann Sebastian Bach",27,classical,0.179000,0.124000,7,-23.820000,1,0.041700,0.963000,0.827000,0.322000,0.442000,72.304000,135880,3
5sxNVQNmhTofzbrL8Pvizw,"Goldberg Variations, BWV 988: Var. 18, Canone alla sesta","Johann Sebastian Bach",26,classical,0.191000,0.166000,7,-18.930000,1,0.038000,0.870000,0.886000,0.385000,0.402000,109.535000,110627,4
1a637P4TwIQ3UF8qZnmbGO,"Goldberg Variations, BWV 988: Var. 20","Johann Sebastian Bach",26,classical,0.217000,0.032900,7,-30.683000,1,0.047200,0.981000,0.931000,0.101000,0.325000,68.595000,143227,5
2B13wzEFn3Kl6uB2KD4N7P,"Goldberg Variations, BWV 988: Var. 26","Johann Sebastian Bach",25,classical,0.263000,0.018000,7,-33.629000,1,0.037000,0.982000,0.943000,0.271000,0.245000,66.017000,173933,3
0SO42BhkeMfCdrRC0PByRz,"J.S. Bach: Englische Suite Nr. 2 in A-moll, BWV 807 – 1. Prélude","Johann Sebastian Bach",25,classical,0.415000,0.151000,9,-24.862000,0,0.037400,0.995000,0.892000,0.144000,0.846000,104.268000,291120,4
6amOsoTlo3LsxT5xkLa9Ys,"St. John Passion, BWV 245, Pt. 2: No. 21, Und die Kriegsknechte flochten eine Krone von Dornen","Johann Sebastian Bach",24,classical,0.396000,0.203000,6,-18.664000,0,0.046800,0.967000,0.000001,0.165000,0.318000,107.875000,327640,3
08NaPbmT8TSj6wppktx7KD,"St. John Passion, BWV 245, Pt. 2: No. 23, Die Jüden aber schrieen und sprachen","Johann Sebastian Bach",23,classical,0.459000,0.252000,5,-18.999000,0,0.043900,0.966000,0,0.150000,0.387000,113.905000,233827,4
6VNGDbjUfbWd5UDS1w9h7E,"St. John Passion, BWV 245, Pt. 2: No. 24, Eilt, ihr angefochtnen Seelen - Wohin?","Johann Sebastian Bach",23,classical,0.470000,0.280000,6,-19.282000,0,0.061400,0.968000,0.000204,0.177000,0.688000,74.403000,239867,4
3WRzKUpL2h72kyF8CwNbs9,"Goldberg Variations, BWV 988: Var. 19","Johann Sebastian Bach",27,classical,0.207000,0.026900,7,-29.381000,1,0.045100,0.967000,0.919000,0.309000,0.664000,166.339000,73480,3
5wASixGVACs9KY6uFxNWG8,"Goldberg Variations, BWV 988: Var. 21, Canone alla settima","Johann Sebastian Bach",26,classical,0.209000,0.002040,3,-37.187000,1,0.042200,0.982000,0.982000,0.105000,0.138000,94.869000,171040,4
2P0NbUmjZ4UHSX4wEH4uAH,"Goldberg Variations, BWV 988: Var. 22","Johann Sebastian Bach",26,classical,0.206000,0.064000,7,-21.232000,1,0.035300,0.901000,0.766000,0.169000,0.184000,70.100000,118000,4
0YmtUsb9xSvC9NoanOHqYD,"Goldberg Variations, BWV 988: Var. 24, Canone all'ottava","Johann Sebastian Bach",26,classical,0.139000,0.007240,7,-30.125000,1,0.037800,0.989000,0.974000,0.126000,0.176000,67.286000,194827,3
3lTJBv2k8rAo9wGdsySgV9,"Chorale Preludes: No. 4, Allein Gott in der Höh sei Ehr, BWV 717","Johann Sebastian Bach",25,classical,0.131000,0.007560,5,-32.796000,0,0.037800,0.969000,0.924000,0.121000,0.219000,91.297000,251947,4
46ePXhsiW9KudpoVbAF4MI,"St. John Passion, BWV 245, Pt. 2: No. 22, Durch dein Gefängnis, Gottes Sohn","Johann Sebastian Bach",23,classical,0.146000,0.077000,10,-24.622000,1,0.039400,0.993000,0.957000,0.107000,0.135000,148.281000,72613,3
7c4qhKg3u8tZgwgDiiWpjn,"Goldberg Variations, BWV 988: Var. 23","Johann Sebastian Bach",26,classical,0.101000,0.052600,7,-29.059000,1,0.047600,0.986000,0.898000,0.526000,0.247000,80.471000,150627,3
2WDsd5LEs5z1Q0cSVfTwDh,"Goldberg Variations, BWV 988: Var. 27, Canone alla nona","Johann Sebastian Bach",27,classical,0.260000,0.075300,4,-30.415000,0,0.033600,0.992000,0.937000,0.199000,0.391000,67.722000,123773,4
3nV7DN6aiL2Lbw710hKUdE,"Prelude & Fugue in C Minor, BWV 546: Fugue","Johann Sebastian Bach",26,classical,0.140000,0.173000,1,-17.933000,0,0.032100,0.595000,0.778000,0.067800,0.065600,101.951000,412960,4
1XxDTtjZwZoqwijTBnrAZn,"St. John Passion, BWV 245, Pt. 2: No. 25, Allda kreuzigten sie ihn - Der Jüden König - Pilatus antwortet","Johann Sebastian Bach",23,classical,0.422000,0.134000,2,-20.077000,1,0.066000,0.929000,0,0.115000,0.269000,128.225000,121147,4
5h7NdCTB3UzQ7LDDEPTI04,"St. John Passion, BWV 245, Pt. 2: No. 26, In meines Herzens Grunde","Johann Sebastian Bach",23,classical,0.111000,0.071500,2,-21.785000,1,0.041900,0.990000,0.887000,0.113000,0.110000,175.999000,65533,1
2OkJsdwKfOVvwsFcI8kO3g,"St. John Passion, BWV 245, Pt. 2: No. 27, Die Kriegsknechte aber - Auf daß erfüllet würde die Schrift","Johann Sebastian Bach",23,classical,0.428000,0.178000,11,-21.778000,1,0.072100,0.950000,0.000002,0.129000,0.214000,127.784000,219907,3
6wRaP25HKWvCg4DCy2uhLb,"St. John Passion, BWV 245, Pt. 2: No. 30, Es ist vollbracht","Johann Sebastian Bach",23,classical,0.230000,0.028500,10,-25.390000,0,0.046300,0.968000,0.000992,0.105000,0.097200,103.137000,312627,3
5VIQS5LloN1knkDXVkQoTC,"Goldberg Variations, BWV 988: Var. 28","Johann Sebastian Bach",25,classical,0.186000,0.043700,4,-28.111000,0,0.041500,0.974000,0.944000,0.453000,0.300000,75.286000,155907,3
1Q0K8VQsLikOnpqADofYEU,"Goldberg Variations, BWV 988: Var. 29","Johann Sebastian Bach",25,classical,0.253000,0.249000,7,-20.798000,1,0.038700,0.985000,0.902000,0.158000,0.847000,71.612000,173947,3
6FI9V9G5NEQoqJPtm2La5G,"Goldberg Variations, BWV 988: Var. 30, Quodlibet","Johann Sebastian Bach",25,classical,0.180000,0.147000,7,-15.947000,1,0.035700,0.648000,0.870000,0.140000,0.310000,127.970000,129907,4
3Bh7oiLhM9Nk0gXED2rwbQ,"J.S. Bach: Englische Suite Nr. 2 in A-moll, BWV 807 – 2. Allemande","Johann Sebastian Bach",23,classical,0.459000,0.059500,9,-30.659000,0,0.054000,0.996000,0.909000,0.071400,0.585000,117.849000,208467,4
2Cgv5F5fgrl2u2qsNv2V0w,"Chromatic Fantasia & Fugue in D Minor, BWV 903: I. Fantasia","Johann Sebastian Bach",21,classical,0.153000,0.258000,6,-19.346000,0,0.040400,0.632000,0.042700,0.132000,0.340000,76.568000,317936,4
2cXu95YlML3FhOxEMBljNI,"Sinfonia No. 9 in F Minor, BWV 795","Johann Sebastian Bach",20,classical,0.572000,0.153000,4,-21.267000,0,0.047200,0.868000,0.253000,0.068700,0.349000,88.297000,206778,4
5g118CuRrmLeEZ3ng0ZFZI,"St. John Passion, BWV 245, Pt. 2: No. 28, Er nahm alles wohl in acht","Johann Sebastian Bach",22,classical,0.126000,0.114000,8,-21.741000,1,0.055500,0.992000,0.861000,0.127000,0.190000,171.257000,63840,5
